index,title,description,location,country,currency,price,durationInDays,imagesURL,siteURL,rating,dateOfScrape
131,4 Day Budget Dumela Tented Camp Adventure,"On this 4-day glamping budget adventure in the Kruger National Park, you’ll get to experience the best of what Africa has to offer at an unbelievable rate.","South Africa, Kruger National Park",South Africa,ZAR,"11,655",4,"['https://moafrikatours.com/wp-content/uploads/2023/12/7-768x512.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/WhatsApp-Image-2023-11-26-at-6.23.45-PM-1-1-768x512.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/WhatsApp-Image-2023-11-26-at-6.23.46-PM.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/WhatsApp-Image-2023-11-27-at-4.44.27-PM-1-768x576.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/7-1024x682.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/WhatsApp-Image-2023-11-26-at-6.23.45-PM-1-1.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/WhatsApp-Image-2023-11-26-at-6.23.46-PM.jpeg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/4-day/budget/4-day-ultra-budget-dumela-tented-camp/,,20250210_152901
132,5 Day Budget Dumela Tented Camp Adventure,This affordable 5-day glamping vacation in the Kruger National Park will allow you to enjoy the finest of Africa without breaking the bank.,"South Africa, Kruger National Park",South Africa,ZAR,"14,295",5,"['https://moafrikatours.com/wp-content/uploads/2023/12/4-768x576.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-29-at-10.21.02-1-768x512.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/Dumela-1-768x512.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/Dumela-768x512.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/4-1024x768.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/WhatsApp-Image-2023-11-29-at-10.21.02-1-1024x682.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/Dumela-1-1024x682.jpeg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/5-day/budget/5-day-ultra-budget-dumela-tented-camp/,,20250210_152907
133,3 Day Budget Dumela Tented Camp Adventure,"On this 3-day budget camping adventure in the Kruger National Park, you’ll get to experience the best of what Africa has to offer, all without breaking the bank.","South Africa, Kruger National Park",South Africa,ZAR,"8,795",3,"['https://moafrikatours.com/wp-content/uploads/2023/12/dum3-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/12/1-768x1024.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/2-768x576.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/3-768x1024.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/dum3.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/12/1-768x1024.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/12/2-1024x768.jpeg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/3-day/3-day-ultra-budget-dumela-tented-camp/,,20250210_152912
134,Full Day Panorama Route Tour - Depart from Hazyview,"Explore the natural beauties of South Africa’s stunning scenery on a thrilling Panorama Tour departing Hazyview. This tour promises a day of magnificent splendour, from the famed Blyde River Canyon and its Three Rondavels to the breathtaking vistas at God’s Window. Witness The Pinnacle’s lone emergence from the verdant forest, enjoy a relaxing lunch in Graskop, and be amazed by the Berlin and Lisbon Falls.","South Africa, Kruger National Park",South Africa,ZAR,"1,995",1,"['https://moafrikatours.com/wp-content/uploads/2024/08/35-banner-640x310-1-scaled-1-scaled-1-768x576.webp', 'https://moafrikatours.com/wp-content/uploads/2024/08/1920-graskop-gorge-lift-13-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Berlin-Falls-South-Africa-2-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/GettyImages-542084791-5a5c7d56e258f800373c1acf-scaled-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/35-banner-640x310-1-scaled-1-scaled-1-1024x768.webp', 'https://moafrikatours.com/wp-content/uploads/2024/08/1920-graskop-gorge-lift-13-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Berlin-Falls-South-Africa-2-1024x684.jpg']",https://moafrikatours.com/south-africa/panorama-route/tours/1-day/full-day-panorama-route-tour-depart-from-hazyview/,,20250210_152918
135,Full Day Panorama Route Tour - Depart from Hoedspruit,"Explore the natural beauties of South Africa’s stunning scenery on a thrilling Panorama Tour departing Hoedspruit. This tour promises a day of magnificent splendour, from the famed Blyde River Canyon and its Three Rondavels to the breathtaking vistas at God’s Window. Witness The Pinnacle’s lone emergence from the verdant forest, enjoy a relaxing lunch in Graskop, and be amazed by the Berlin and Lisbon Falls.","South Africa, Kruger National Park",South Africa,ZAR,"1,995",1,"['https://moafrikatours.com/wp-content/uploads/2023/11/Lisbon_Falls_Mpumalanga_South_Africa_20515823915-768x1154.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/11/35-banner-640x310-1-scaled-1-768x576.webp', 'https://moafrikatours.com/wp-content/uploads/2023/11/1920-graskop-gorge-lift-13-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/03/Berlin-Falls-South-Africa-2-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/11/Lisbon_Falls_Mpumalanga_South_Africa_20515823915-682x1024.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/11/35-banner-640x310-1-scaled-1-1024x768.webp', 'https://moafrikatours.com/wp-content/uploads/2023/11/1920-graskop-gorge-lift-13-1024x683.jpg']",https://moafrikatours.com/south-africa/hoedspruit/tours/1-day/full-day-panorama-route-tour-depart-from-hoedspruit/,,20250210_152923
136,3 Hour Private Game Drive in Pilanesberg National Park,"If you dream about travelling in an open safari vehicle through the unspoiled African wilderness with your own guide to find Africa’s “Big Five” game, this 3-hour Pilanesberg National Park private game drive is just for you.","South Africa, Johannesburg, Pilanesberg",South Africa,ZAR,"6,500",1,"['https://moafrikatours.com/wp-content/uploads/2023/11/99-768x384.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/3-hour-safari-drive-pilansberg-3-2-768x576.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/09/3-hour-safari-drive-pilansberg-7-1.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/09/3-hour-safari-drive-pilansberg-6-2-768x768.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/11/99-1024x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/3-hour-safari-drive-pilansberg-3-2.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/09/3-hour-safari-drive-pilansberg-7-1.jpeg']",https://moafrikatours.com/tours/3-hour-private-game-drive-in-pilanesberg-national-park/,,20250210_152929
137,3 Hour Shared Game Drive in Pilanesberg National Park,"A 3-hour safari drive in Pilanesberg offers an exhilarating, up-close wildlife adventure. As you venture into the heart of this stunning game reserve, you can expect to witness a diverse range of wildlife in their natural habitat. The experience may include thrilling encounters with the “Big Five” (lion, elephant, buffalo, leopard, and rhinoceros), as well as an array of other fascinating animals like giraffes, zebras, antelopes, and various bird species.","South Africa, Pilanesberg",South Africa,ZAR,900,1,"['https://moafrikatours.com/wp-content/uploads/2023/11/d4.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/3-hour-safari-drive-pilansberg-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/3-hour-safari-drive-pilansberg-2-768x384.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/3-hour-safari-drive-pilansberg-3-768x576.jpeg', 'https://moafrikatours.com/wp-content/uploads/2023/11/d4.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/3-hour-safari-drive-pilansberg-1.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/3-hour-safari-drive-pilansberg-2.jpeg']",https://moafrikatours.com/south-africa/pilanesberg-national-park/safaris/1-day/3-hour-shared-game-drive-in-pilanesberg-national-park/,,20250210_152934
138,Private Full Day Kruger National Park Safari Tour,"Embark on a thrilling full-day adventure in Kruger Park’s open safari vehicle. Witness majestic wildlife, from lions to elephants, in their natural habitat. An immersive journey into the heart of Africa’s untamed beauty awaits you.","South Africa, Kruger National Park",South Africa,ZAR,"7,000",1,"['https://moafrikatours.com/wp-content/uploads/2023/11/IMG_1859-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/3a.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/11/3e.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/3f.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/11/IMG_1859-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/3a.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/11/3e.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/1-day/private-full-day-kruger-national-park-safari-tour/,,20250210_152940
139,3 Day Londolozi Tree Camp Safari,Imagine listening to the sound of birds chirping and the gentle rustle of leaves in the morning breeze while you enjoy a breath-taking view of a pristine wilderness teeming with wildlife…,"South Africa, Kruger National Park, Sabi Sands",South Africa,ZAR,"96,765",3,"['https://moafrikatours.com/wp-content/uploads/2023/10/Londolozi-2020-Insta-Shoot-_Tree-Camp_-A-Ritchie-1940x1295-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/On-safari-at-Londolozi_5-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/Tree-Camp-_2-768x499.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/On-safari-at-Londolozi_2-768x474.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/10/Londolozi-2020-Insta-Shoot-_Tree-Camp_-A-Ritchie-1940x1295-1-1024x684.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/On-safari-at-Londolozi_5-1-1024x682.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/Tree-Camp-_2-1024x665.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/3-day/3-day-londolozi-tree-camp-safari/,,20250210_152945
140,3 Day Kapama Buffalo Camp Fly-In From Cape Town,"This ultra-luxury tented camp, in Kapama Private Game Reserve near the Kruger National Park, lets you experience the thrill of nature from the comfort of your own tent.","South Africa, Kruger National Park, Fly in package",South Africa,ZAR,"42,100",3,"['https://moafrikatours.com/wp-content/uploads/2024/04/kapama-buffalo-camp-rooms-768x429.png', 'https://moafrikatours.com/wp-content/uploads/2024/07/87cc27e9-e988-4ee0-a66e-37a8506a8b6e-Copy-1-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/Buffalo-Camp-Tent-Exterior-1-1-768x524.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/Kapama-Bauffalo-Camp-Tent-bathroom-interior-view-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/04/kapama-buffalo-camp-rooms-1024x573.png', 'https://moafrikatours.com/wp-content/uploads/2024/07/87cc27e9-e988-4ee0-a66e-37a8506a8b6e-Copy-1.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/Buffalo-Camp-Tent-Exterior-1-1-1024x699.jpg']",https://moafrikatours.com/tours/3-day-kapama-buffalo-camp-fly-in-from-cape-town/,,20250210_152951
141,3 Day Kapama Buffalo Camp Fly-In from Johannesburg,"This ultra-luxury tented camp, in Kapama Private Game Reserve near the Kruger National Park, lets you experience the thrill of nature from the comfort of your own tent.","South Africa, Kruger National Park, Fly in package",South Africa,ZAR,"35,600",3,"['https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Buffalo-Camp-patio-768x511.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/87cc27e9-e988-4ee0-a66e-37a8506a8b6e-2-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/604db8a5-22bd-438e-8152-c26698f5b6c6-3-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/Buffalo-Camp-Tent-Exterior-1-4-768x524.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Buffalo-Camp-patio-1024x681.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/87cc27e9-e988-4ee0-a66e-37a8506a8b6e-2.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/07/604db8a5-22bd-438e-8152-c26698f5b6c6-3.jpeg']",https://moafrikatours.com/south-africa/greater-kruger/kapama-private-game-reserve/kapama-buffalo-camp/safaris/3-day/3-day-kapama-buffalo-camp-fly-in-from-johannesburg/,,20250210_152956
142,2 Day Kapama Buffalo Camp Safari Fly-in From Cape Town,"Fly into Hoedspruit Eastgate Airport from Cape Town and be met by your friendly guide for transport to the exclusive Kapama Buffalo Camp. Here, you will experience a level of luxury and the opportunity for wildlife encounters that rival the best in the Sabi Sands. Arrive at your lodge in time for refreshments and light snacks prior to your first game drive in the Greater Kruger’s Kapama reserve. There are frequent sightings of the infamous Big Five and other wildlife. Your stay includes deluxe lodging, all meals, beverages (soft drinks and alcoholic beverages), and gracious hospitality.","South Africa, Kruger National Park, Fly in package",South Africa,ZAR,"28,550",2,"['https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Buffalo-Camp-Tent-interior-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-wildlife-kudu-and-bushveld-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Wildlife-Giraffe-10-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/07/87cc27e9-e988-4ee0-a66e-37a8506a8b6e-Copy-768x432.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Buffalo-Camp-Tent-interior-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-wildlife-kudu-and-bushveld-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Wildlife-Giraffe-10-1-1024x576.jpg']",https://moafrikatours.com/south-africa/greater-kruger/kapama-private-game-reserve/kapama-buffalo-camp/safaris/2-day/2-day-kapama-buffalo-camp-safari-fly-in-from-cape-town/,,20250210_153002
143,2 Day Kapama Buffalo Camp Fly-In Safari From Johannesburg,"Fly into Hoedspruit Eastgate Airport from Johannesburg and be met by your friendly guide for transport to the exclusive Kapama Buffalo Camp. You should check into your lodge early enough to freshen up before heading out on your first game drive in the Kapama reserve of Greater Kruger National Park. Animals of many kinds, including the “Big 5”, are frequently spotted.","South Africa, Kruger National Park, Fly in package",South Africa,ZAR,"22,050",2,"['https://moafrikatours.com/wp-content/uploads/2024/04/kapama-buffalo-camp-768x473.png', 'https://moafrikatours.com/wp-content/uploads/2024/03/Buffalo-Camp-Tent-Exterior-1-768x524.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Bauffalo-Camp-Tent-bathroom-interior-view-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Buffalo-Camp-Tent-bathroom-area-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/04/kapama-buffalo-camp.png', 'https://moafrikatours.com/wp-content/uploads/2024/03/Buffalo-Camp-Tent-Exterior-1-1024x699.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/Kapama-Bauffalo-Camp-Tent-bathroom-interior-view-1024x682.jpg']",https://moafrikatours.com/south-africa/greater-kruger/kapama-private-game-reserve/kapama-buffalo-camp/safaris/2-day/2-day-kapama-buffalo-camp-fly-in-safari-from-johannesburg/,,20250210_153007
144,4 Day Luxury Call of the Wild Panorama and Safari Experience,"This 4-day luxury safari at a budget price to the Kruger National Park, including the Panorama Route, is a fantastic way to experience the best of South Africa. The safari price is reasonable, all Kruger safaris are conducted in open safari vehicles, and the package offers a stay at the lovely Call of the Wild Lodge on the Hoedspruit Wildlife Estate, with breakfasts and dinners included.","South Africa, Kruger National Park",South Africa,ZAR,"18,510",4,"['https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com545166-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com209917-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com518218-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com637269-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com545166-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com209917-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com518218-1024x683.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/4-day/luxury/4-day-luxury-call-of-the-wild-panorama-and-safari-experience/,,20250210_153013
